precision,recall,threshold
0.5315618107341665,1.0,-1.6139407
0.5316176470588235,1.0,-1.6134542
0.5316734951150331,1.0,-1.6134279
0.531729354906493,1.0,-1.6131471
0.5317852264369024,1.0,-1.6130265
0.5318411097099621,1.0,-1.6127379
0.5318970047293746,1.0,-1.6125455
0.5319529114988438,1.0,-1.6123668
0.5320088300220751,1.0,-1.6123176
0.5320647603027755,1.0,-1.6119817
0.5321207023446536,1.0,-1.6119192
0.5321766561514195,1.0,-1.6116042
0.5322326217267852,1.0,-1.6115649
0.5322885990744636,1.0,-1.6114833
0.5323445881981698,1.0,-1.611451
0.53240058910162,1.0,-1.6113316
0.5324566017885324,1.0,-1.6113206
0.5325126262626263,1.0,-1.6112475
0.5325686625276228,1.0,-1.6112218
0.5326247105872448,1.0,-1.6112176
0.5326807704452163,1.0,-1.6110146
0.5327368421052632,1.0,-1.6107966
0.5327929255711128,1.0,-1.610619
0.532849020846494,1.0,-1.6104518
0.5329051279351374,1.0,-1.6104113
0.5329612468407751,1.0,-1.6103486
0.5330173775671406,1.0,-1.61032
0.5330735201179693,1.0,-1.6102366
0.5331296744969978,1.0,-1.6101342
0.5331858407079646,1.0,-1.6099745
0.5332420187546096,1.0,-1.60989
0.5332982086406743,1.0,-1.609875
0.5333544103699019,1.0,-1.6098605
0.5334106239460371,1.0,-1.6098391
0.533466849372826,1.0,-1.6098231
0.5335230866540165,1.0,-1.6098046
0.5335793357933579,1.0,-1.6097481
0.5336355967946015,1.0,-1.6095858
0.5336918696614995,1.0,-1.609471
0.5337481543978063,1.0,-1.6093841
0.5338044510072777,1.0,-1.6093335
0.5338607594936708,1.0,-1.6092168
0.5339170798607448,1.0,-1.6091009
0.53397341211226,1.0,-1.6090785
0.5340297562519785,1.0,-1.6090765
0.534086112283664,1.0,-1.6089374
0.5341424802110818,1.0,-1.608933
0.5341988600379988,1.0,-1.6086966
0.5342552517681832,1.0,-1.608447
0.5343116554054054,1.0,-1.6079766
0.5343680709534369,1.0,-1.607973
0.5344244984160507,1.0,-1.6079514
0.5344809377970219,1.0,-1.6079407
0.5345373891001267,1.0,-1.6078218
0.5345938523291434,1.0,-1.6077372
0.5346503274878512,1.0,-1.6075399
0.5347068145800317,1.0,-1.6074129
0.5347633136094675,1.0,-1.6073868
0.5348198245799429,1.0,-1.6071421
0.5348763474952442,1.0,-1.6069849
0.5349328823591587,1.0,-1.606897
0.5349894291754757,1.0,-1.6068131
0.5350459879479861,1.0,-1.60681
0.5351025586804822,1.0,-1.606726
0.5351591413767579,1.0,-1.606659
0.5352157360406091,1.0,-1.6065179
0.5352723426758329,1.0,-1.6064765
0.5353289612862281,1.0,-1.6063961
0.5353855918755951,1.0,-1.6062957
0.535442234447736,1.0,-1.6061226
0.5354988890064544,1.0,-1.6061167
0.5355555555555556,1.0,-1.6061065
0.5356122340988464,1.0,-1.6059945
0.5356689246401355,1.0,-1.6059356
0.5357256271832328,1.0,-1.6056225
0.53578234173195,1.0,-1.6055261
0.5358390682901005,1.0,-1.6055163
0.5358958068614994,1.0,-1.6053396
0.535952557449963,1.0,-1.6052864
0.5360093200593095,1.0,-1.6052501
0.5360660946933588,1.0,-1.6052191
0.5361228813559322,1.0,-1.6051744
0.5361796800508528,1.0,-1.6051184
0.5362364907819454,1.0,-1.605089
0.5362933135530359,1.0,-1.6048728
0.5363501483679525,1.0,-1.6048557
0.5364069952305246,1.0,-1.6048045
0.5364638541445834,1.0,-1.6045933
0.5365207251139616,1.0,-1.6044989
0.5365776081424937,1.0,-1.6043494
0.5366345032340155,1.0,-1.6043335
0.5366914103923648,1.0,-1.6043227
0.5367483296213809,1.0,-1.6041893
0.5368052609249045,1.0,-1.603889
0.5368622043067784,1.0,-1.6038597
0.5369191597708466,1.0,-1.6036412
0.5369761273209549,1.0,-1.6033876
0.5370331069609507,1.0,-1.6033489
0.5370900986946833,1.0,-1.6033081
0.537147102526003,1.0,-1.6032408
0.5372041184587624,1.0,-1.6031122
0.5372611464968153,1.0,-1.6030303
0.5373181866440174,1.0,-1.6029578
0.537375238904226,1.0,-1.6028401
0.5374323032812998,1.0,-1.6027912
0.5374893797790994,1.0,-1.602026
0.537546468401487,1.0,-1.6020193
0.5376035691523263,1.0,-1.602009
0.5376606820354829,1.0,-1.601987
0.5377178070548236,1.0,-1.6019471
0.5377749442142175,1.0,-1.6019323
0.5378320935175346,1.0,-1.601918
0.537889254968647,1.0,-1.6017797
0.5379464285714286,1.0,-1.6017565
0.5380036143297544,1.0,-1.601656
0.5380608122475016,1.0,-1.6016016
0.5381180223285487,1.0,-1.6015075
0.5381752445767758,1.0,-1.6014646
0.5382324789960651,1.0,-1.6013436
0.5382897255903,1.0,-1.6013222
0.5383469843633656,1.0,-1.601303
0.5384042553191489,1.0,-1.6012659
0.5384615384615384,1.0,-1.6012483
0.5385188337944243,1.0,-1.6011747
0.5385761413216984,1.0,-1.6011666
0.5386334610472542,1.0,-1.6009867
0.5386907929749867,1.0,-1.6007961
0.5387481371087929,1.0,-1.600746
0.5388054934525711,1.0,-1.6006796
0.5388628620102215,1.0,-1.600604
0.5389202427856459,1.0,-1.60046
0.5389776357827476,1.0,-1.6003993
0.5390350410054319,1.0,-1.6001487
0.5390924584576055,1.0,-1.6001343
0.5391498881431768,1.0,-1.6000197
0.5392073300660558,1.0,-1.5999367
0.5392647842301544,1.0,-1.5997493
0.5393222506393862,1.0,-1.5996586
0.539379729297666,1.0,-1.5996554
0.5394372202089107,1.0,-1.5995458
0.5394947233770387,1.0,-1.5994405
0.5395522388059701,1.0,-1.599412
0.5396097664996268,1.0,-1.5992678
0.5396673064619322,1.0,-1.5992106
0.5397248586968113,1.0,-1.5991191
0.5397824232081911,1.0,-1.5991129
0.53984,1.0,-1.5990951
0.5398975890761681,1.0,-1.599039
0.5399551904406273,1.0,-1.5989815
0.5400128040973111,1.0,-1.5989021
0.5400704300501548,1.0,-1.5986016
0.540128068303095,1.0,-1.5985264
0.5401857188600705,1.0,-1.5985026
0.5402433817250214,1.0,-1.5984688
0.5403010569018896,1.0,-1.5983704
0.5403587443946188,1.0,-1.5983008
0.5404164442071543,1.0,-1.5982531
0.540474156343443,1.0,-1.5980204
0.5405318808074335,1.0,-1.5979514
0.5405896176030762,1.0,-1.5977931
0.5406473667343232,1.0,-1.5977628
0.5407051282051282,1.0,-1.5976276
0.5407629020194465,1.0,-1.5975708
0.5408206881812353,1.0,-1.5973803
0.5408784866944534,1.0,-1.5972737
0.5409362975630612,1.0,-1.5972404
0.5409941207910208,1.0,-1.5972302
0.5410519563822963,1.0,-1.5972259
0.5411098043408532,1.0,-1.5972154
0.5411676646706587,1.0,-1.5971894
0.5412255373756818,1.0,-1.5971555
0.541283422459893,1.0,-1.597135
0.541341319927265,1.0,-1.5968263
0.5413992297817715,1.0,-1.5968184
0.5414571520273884,1.0,-1.5967472
0.5415150866680933,1.0,-1.5967375
0.5415730337078651,1.0,-1.5966636
0.541630993150685,1.0,-1.596593
0.5416889650005352,1.0,-1.5964681
0.5417469492614001,1.0,-1.5964313
0.5418049459372658,1.0,-1.5963442
0.5418629550321199,1.0,-1.5963289
0.5419209765499519,1.0,-1.5963205
0.5419790104947526,1.0,-1.596286
0.5420370568705152,1.0,-1.5962825
0.5420951156812339,1.0,-1.5961505
0.5421531869309052,1.0,-1.5959668
0.5422112706235269,1.0,-1.5958681
0.5422693667630987,1.0,-1.5957862
0.5423274753536219,1.0,-1.5956652
0.5423855963990998,1.0,-1.5952238
0.542443729903537,1.0,-1.5952069
0.5425018758709401,1.0,-1.5950061
0.5425600343053173,1.0,-1.5949548
0.5426182052106787,1.0,-1.5949329
0.5426763885910358,1.0,-1.5948321
0.5427345844504021,1.0,-1.5948077
0.5427927927927928,1.0,-1.5948013
0.5428510136222247,1.0,-1.594754
0.5429092469427161,1.0,-1.5947475
0.5429674927582877,1.0,-1.5947331
0.5430257510729614,1.0,-1.5946288
0.5430840218907608,1.0,-1.5946004
0.5431423052157115,1.0,-1.5945406
0.5432006010518408,1.0,-1.5943878
0.5432589094031773,1.0,-1.5942365
0.543317230273752,1.0,-1.5942276
0.5433755636675972,1.0,-1.5941526
0.5434339095887469,1.0,-1.5940962
0.5434922680412371,1.0,-1.593792
0.5435506390291054,1.0,-1.5937196
0.543609022556391,1.0,-1.5935204
0.5436674186271351,1.0,-1.5934963
0.5437258272453803,1.0,-1.5932833
0.5437842484151714,1.0,-1.5931851
0.5438426821405545,1.0,-1.5929619
0.5439011284255777,1.0,-1.5928556
0.5439595872742906,1.0,-1.5927961
0.5440180586907449,1.0,-1.5922613
0.5440765426789937,1.0,-1.5920312
0.5441350392430921,1.0,-1.5920004
0.5441935483870968,1.0,-1.5915785
0.5442520701150662,1.0,-1.5913548
0.5443106044310605,1.0,-1.5913092
0.5443691513391417,1.0,-1.5911988
0.5444277108433735,1.0,-1.5909054
0.5444862829478214,1.0,-1.5906855
0.5445448676565526,1.0,-1.5906637
0.5446034649736361,1.0,-1.590599
0.5446620749031424,1.0,-1.5904391
0.5447206974491443,1.0,-1.5902694
0.5447793326157159,1.0,-1.5902128
0.544837980406933,1.0,-1.5900905
0.5448966408268734,1.0,-1.5899282
0.5449553138796167,1.0,-1.5894845
0.545013999569244,1.0,-1.5894306
0.5450726978998385,1.0,-1.5893772
0.5451314088754847,1.0,-1.5890453
0.5451901325002693,1.0,-1.5889515
0.5452488687782805,1.0,-1.5887189
0.5453076177136085,1.0,-1.5886879
0.5453663793103448,1.0,-1.5883402
0.5454251535725833,1.0,-1.588164
